document_type,image_width,image_height,ocr_length,metadata_present,blur_score,compression_score,label
Bank Statement,2400,3363,882,1,2302.176541240374,14.5831883030299,0
Bank Statement,1600,2087,2269,1,3527.9965286889146,12.937929355824398,0
Bank Statement,1400,1889,1237,1,2580.6540044479734,29.0436300063708,0
Bank Statement,1800,2451,1562,1,1036.060913802563,12.57565352626678,0
Bank Statement,2400,3297,1377,1,4112.604234706505,24.34527424194584,0
Bank Statement,1400,1848,2945,1,2719.2624341689025,13.820041821026606,0
Bank Statement,1400,1847,965,1,4141.8851136130925,17.95918903083901,0
Bank Statement,1400,1991,2980,1,2337.38723178469,28.841828300374193,0
Bank Statement,1200,1561,868,1,2470.4723759714784,18.575032205750162,0
Bank Statement,1600,2185,2706,1,2340.4766359342884,23.69532211898307,0
Bank Statement,1600,2044,1699,0,1882.6691332954529,29.935768198120236,0
Bank Statement,1600,2164,1471,0,1269.1560752346832,12.817372325329577,0
Bank Statement,2400,3165,1481,0,854.8101350282225,14.412717422012015,0
Bank Statement,1200,1585,3393,0,1820.3980532406217,18.431655293600578,0
Bank Statement,1400,1973,1944,1,2546.6280541890446,15.139553654323874,0
Bank Statement,1600,1949,55,0,3300.202701200052,55.38068030722728,1
Bank Statement,1200,1506,748,0,2041.361501521927,88.96167036429733,1
Bank Statement,1000,1385,107,0,1760.3192477252962,81.89883752535026,1
Bank Statement,1000,1244,36,0,2612.7930930056414,85.77762690534516,1
Bank Statement,1200,1631,303,0,1702.9299320950104,73.30469065820093,1
Bank Statement,1200,1477,660,0,1436.7933989820428,52.802847911109055,1
Bank Statement,800,1161,115,0,1247.852451515186,56.79048527277005,1
Bank Statement,800,1042,54,0,2582.193301153338,83.56684954429353,1
Bank Statement,800,1075,257,0,2043.3193262013888,75.47364472083517,1
Bank Statement,1600,2201,777,0,489.16724910916446,63.35103623194898,1
Bank Statement,1000,1469,349,0,2171.1036662185206,66.24386903591385,1
Bank Statement,800,1039,406,0,905.2756746380991,56.071298904816146,1
Bank Statement,1000,1309,653,0,614.7858115200138,59.46268096205223,1
Bank Statement,1000,1441,693,0,3408.2247864572837,55.20934982646569,1
Bank Statement,1200,1446,258,0,3733.1268511681615,56.481556086722094,1
Bank Statement,1000,1372,104,0,3289.5995427676553,84.68288283797119,1
Bank Statement,800,1077,603,0,3531.9818787391882,74.2705157205572,1
Bank Statement,1600,2148,202,0,2925.2256814634006,59.48174994230094,1
Bank Statement,1000,1413,753,0,1931.3813871075067,61.69638929660321,1
Bank Statement,1200,1694,683,0,1100.3529495467706,75.24952885690449,1
Bank Statement,1200,1775,288,0,201.6703222411101,65.46417112775683,1
Bank Statement,1000,1364,679,0,3761.899081919842,64.89415379898892,1
Bank Statement,1000,1226,348,0,2591.3028308398116,82.40911439558747,1
Bank Statement,1200,1610,579,0,1567.9362691888841,65.95473066171981,1
Bank Statement,800,1164,265,0,1555.3269216918047,89.31752268399819,1
Bank Statement,1200,1777,617,0,1444.1724799376225,89.05797694358844,1
Bank Statement,1600,2195,378,0,535.4361692967686,83.81069247439561,1
Bank Statement,1000,1439,320,0,628.3887031481182,84.58298880925528,1
Bank Statement,1200,1668,603,0,1366.761687248692,87.08802163252433,1
Bank Statement,800,1123,324,0,2713.804416175962,87.98669781168692,1
Bank Statement,800,1032,52,0,1670.0360430987466,75.09945083624503,1
Bank Statement,800,1175,532,0,2023.3991354166203,54.66476449563268,1
Bank Statement,1600,2219,227,0,3571.662909113138,77.10832212285672,1
Bank Statement,1600,2252,529,0,3018.3255932807733,76.80291023714054,1
Bank Statement,1600,2275,449,0,3791.2434774309854,82.0961248015529,1
Bank Statement,300,200,31,0,9.439462925726769,36.341297389431176,1
Bank Statement,400,280,14,0,6.939814871308626,65.18541167440466,1
Bank Statement,400,280,17,0,3.1063173695520723,68.85809166938073,1
Bank Statement,550,400,19,0,9.972953657795536,40.99669709395095,1
Bank Statement,480,400,16,0,9.71881980598245,35.48812289272178,1
Bank Statement,480,350,40,0,7.427244433475962,45.07196235627811,1
Bank Statement,300,400,15,0,11.590747945640278,48.700970287141736,1
Bank Statement,400,400,27,0,6.620058036441327,72.89133358447262,1
Bank Statement,550,280,17,0,3.3911619414306187,39.03178412063546,1
Bank Statement,300,350,44,0,10.721239089441514,72.28473129934449,1
Bank Statement,550,400,8,0,9.900846371240867,35.9209041915055,1
Bank Statement,480,280,53,0,7.762883601668132,59.26860185531424,1
Bank Statement,400,350,33,0,3.042469660518095,68.61758527921691,1
Bank Statement,480,350,5,0,3.1323804584075523,74.39364795849337,1
Bank Statement,400,400,58,0,10.374907890024922,48.28585650619756,1
Passport,1600,1029,603,0,2017.2227935421954,26.884993036865776,0
Passport,1000,620,296,0,957.069200222751,20.290091684072554,0
Passport,1000,612,565,0,2423.3479123562943,30.369094498786023,0
Passport,1200,823,430,0,1205.5479460248932,21.967355454789594,0
Passport,1600,1098,340,0,2822.3534011121737,24.645285758390607,0
Passport,1280,857,228,0,4344.281269877821,14.973254555062258,0
Passport,1600,986,242,1,2508.7800413249706,23.907700346400876,0
Passport,1400,915,614,0,4092.217157762855,16.102792809640142,0
Passport,1400,888,465,1,2849.814416936297,17.880893584419432,0
Passport,1200,778,373,0,2424.3517935503437,21.94023897642498,0
Passport,1200,810,564,0,802.0134552155569,27.06492441494902,0
Passport,1000,664,545,0,3702.9990859444842,31.578628712319222,0
Passport,1000,615,187,0,1387.8886477317978,16.62149593176143,0
Passport,1200,773,507,0,3699.6643414927576,15.570893241086672,0
Passport,800,512,443,0,1472.6887639978163,26.44533863711318,0
Passport,1600,990,631,1,1064.3273951108542,20.12784616547044,0
Passport,1920,1178,186,0,3443.618452784009,28.96256190933767,0
Passport,1400,861,464,0,4070.6868443078993,28.34887123476882,0
Passport,1280,843,565,0,636.9124432821166,28.613090131304993,0
Passport,1400,913,401,0,3944.272079898886,16.390210501619173,0
Passport,1000,623,459,0,2763.106479866242,31.707346244834692,0
Passport,1920,1192,388,0,2549.8306235276864,26.83373888457331,0
Passport,1000,634,538,0,3080.2166710773176,20.434078691065636,0
Passport,1000,643,288,0,3232.7354257819256,28.451677518233478,0
Passport,1400,867,220,0,2716.7120100631737,25.028407767037287,0
Passport,1000,627,296,0,1047.542520275229,30.0003728369621,0
Passport,1600,1002,277,0,3160.1466981850217,15.507425572468993,0
Passport,1400,865,648,0,2575.6708211313503,12.9393193355011,0
Passport,1280,779,372,0,2912.608437865553,16.90698219362642,0
Passport,1400,865,190,0,3376.183620736982,17.9424343124635,0
Passport,1200,731,234,0,4247.318957299032,26.651441944205004,0
Passport,800,531,418,0,2880.311722801019,13.028516269685007,0
Passport,1600,974,380,1,926.3930125350872,13.502755634716175,0
Passport,800,522,240,0,2239.309354414985,16.928040664782138,0
Passport,1200,818,287,0,1588.5805489198508,23.804613337381742,0
Passport,1200,793,622,1,1047.2745236758456,31.00474707641605,0
Passport,1920,1235,191,0,3991.783343505633,26.644497728191226,0
Passport,1400,874,553,0,4422.307200719953,30.0672762527205,0
Passport,1280,856,589,0,3179.669858200157,12.883308754202003,0
Passport,1920,1163,461,0,4161.953190352167,12.678919571715976,0
Passport,600,370,134,0,3513.083561453933,90.84232980661471,1
Passport,1000,610,242,0,3276.4518605044445,85.7819759414028,1
Passport,800,513,122,0,145.4439737452945,75.85079513928213,1
Passport,1000,637,64,0,297.0374001828487,79.8515510351256,1
Passport,1200,783,234,0,253.0273133319863,64.61161351322441,1
Passport,600,384,233,0,1214.6657486272054,77.03565505748037,1
Passport,1200,785,127,0,889.0812066900402,52.97603126226152,1
Passport,800,471,32,0,2012.3164236332696,89.56270794051585,1
Passport,1000,703,65,0,1335.9513396392401,82.68753155724508,1
Passport,600,425,204,0,2208.9736014277087,62.867478842760164,1
Passport,600,367,172,0,1281.5259102288617,72.90076766538093,1
Passport,600,407,22,0,1778.4443590103915,63.88011505819529,1
Passport,800,537,209,0,2240.666888317046,63.090625827870944,1
Passport,600,353,92,0,420.429536987242,67.66520562161423,1
Passport,1200,818,56,0,2989.17932970702,55.57644009249038,1
Passport,800,472,82,0,3590.258024595902,70.69606044999479,1
Passport,600,353,218,0,3766.484936189826,61.26686805533774,1
Passport,1200,726,73,0,2311.3611365652705,72.50754044066034,1
Passport,800,565,76,0,841.7451634213155,59.45753048577018,1
Passport,1000,606,24,0,224.51295755808923,90.76410520563246,1
Passport,600,385,39,0,3780.675186943222,58.95580996877949,1
Passport,800,514,101,0,2646.3982455141413,58.1558362535942,1
Passport,1200,779,32,0,854.3878482518546,73.47897691573654,1
Passport,600,359,120,0,352.19254792447975,87.09843450521521,1
Passport,1000,674,48,0,3377.7989631027685,90.22605992919014,1
Passport,1200,850,226,0,2491.6433165250874,74.03429482436557,1
Passport,1000,673,143,0,1419.3529220617315,62.39015135041305,1
Passport,600,424,165,0,312.5703893695239,60.80732807799245,1
Passport,600,359,224,0,3235.3302388150773,71.80586108055897,1
Passport,1200,771,134,0,3134.6642656859412,65.91236831608772,1
Passport,800,511,224,0,1018.372285292954,87.14519945420632,1
Passport,1000,602,111,0,3232.957661912648,86.6917680383921,1
Passport,600,399,64,0,2651.9041970349313,79.20563087041202,1
Passport,1000,621,207,0,606.9063745872147,87.23483036795713,1
Passport,800,519,50,0,3138.9745683932742,57.154794698937806,1
Passport,480,200,34,0,11.08701309269368,35.04480445920438,1
Passport,400,280,17,0,7.074677337608362,35.25543486867334,1
Passport,550,200,50,0,5.264335765032929,57.39377249235318,1
Passport,550,350,38,0,8.340057030996114,56.59941518863422,1
Passport,480,400,10,0,4.833429482655816,35.7371087495287,1
Passport,300,400,38,0,5.418721660386861,60.304875725357924,1
Passport,400,200,33,0,9.888069818707443,41.95013901230267,1
Passport,550,280,8,0,5.009635669468162,63.32688354581126,1
Passport,400,200,14,0,6.735738884350885,37.31681842235193,1
Passport,550,350,22,0,10.715368061523762,73.93955876709587,1
Passport,300,400,40,0,8.475736434019076,58.77583436914181,1
Passport,550,350,33,0,2.2212355152899725,47.94440876598165,1
Passport,480,400,55,0,4.525087496883822,35.041179193825336,1
Passport,400,280,38,0,11.971245001577111,52.04725208943891,1
Passport,300,200,43,0,7.270240962118621,68.03683063199585,1
Other Document,1600,2025,2110,1,3118.044857124541,17.465190539964187,0
Other Document,1000,1488,1388,1,2178.909267704489,24.77051895328171,0
Other Document,1200,1713,1810,0,1782.9709617525098,26.48845345228234,0
Other Document,1200,1516,2255,1,3359.6961608089905,23.25500572686765,0
Other Document,2000,2683,2007,0,1314.8049971050968,13.823289808123834,0
Other Document,2000,2862,2109,1,571.4475699132774,27.93595655728055,0
Other Document,2000,2419,777,1,3686.1491639047053,21.630447030251002,0
Other Document,1200,1655,1659,0,2733.650690332792,16.51080284887471,0
Other Document,2000,2438,1413,0,2861.05575554249,20.664934979433113,0
Other Document,2000,2673,471,1,3221.826505437301,19.910901677599373,0
Other Document,1600,2208,1967,1,3528.237070444893,31.05297276077434,0
Other Document,1000,1211,613,1,1083.6882961405818,14.055848089853313,0
Other Document,1200,1491,991,1,1341.3983196754743,18.920331352896792,0
Other Document,2000,2405,2443,0,2636.9688239057805,29.650669716392,0
Other Document,1200,1451,2563,0,1788.3788088773413,31.549327726295715,0
Other Document,1200,1688,542,0,1169.930329036279,14.091356806688005,0
Other Document,1600,1979,1034,0,4244.848984974759,13.039425673029449,0
Other Document,2000,2579,1115,1,3356.3477285297113,28.034561661395838,0
Other Document,1200,1660,2454,1,2712.005810367834,23.9495172526386,0
Other Document,1200,1602,914,0,1155.9979239579889,20.77214432979077,0
Other Document,1200,1461,2534,1,2417.115714305149,24.314840438844854,0
Other Document,1600,2388,1084,0,3658.7940285699165,25.17415551001752,0
Other Document,1600,1997,2389,1,1413.8189653251948,31.926678321134837,0
Other Document,1000,1347,2137,1,1382.2444996892932,20.367995773353055,0
Other Document,1600,2043,1755,0,4343.122205947908,20.318147322938817,0
Other Document,2000,2655,915,1,3570.8955522671213,22.096897637860355,0
Other Document,1200,1752,1007,1,617.5777830260291,19.910303396980304,0
Other Document,2000,2924,1841,1,3120.0373553284344,31.842666326813447,0
Other Document,1200,1768,1691,0,2363.251228080994,28.71996127562419,0
Other Document,1000,1239,2547,1,1218.732435480968,16.750866498477553,0
Other Document,1200,1624,2740,1,2469.111425792139,16.94462148806354,0
Other Document,2000,2643,413,1,1936.9334775990628,23.85901702869855,0
Other Document,1200,1674,2440,0,3931.9450156908233,12.180608082591005,0
Other Document,1000,1432,700,0,1438.6961530462045,29.674193393215052,0
Other Document,1200,1501,2393,1,3177.5616058374453,14.915131364895034,0
Other Document,1000,1274,2106,1,1510.1111283016771,19.185014958324913,0
Other Document,2000,2422,2356,0,2634.0477011987823,27.635806596900586,0
Other Document,2000,2883,2603,1,2732.5609983754516,22.79811679004425,0
Other Document,2000,2561,1368,1,4246.422769179846,12.786870813370193,0
Other Document,1600,2027,1482,0,2528.9392347535695,12.831457181007842,0
Other Document,1000,1319,271,0,3667.625452974793,52.19759923737639,1
Other Document,1000,1296,214,0,2206.525911694301,62.16898319589973,1
Other Document,1200,1615,457,0,2024.869732595805,57.02966047226595,1
Other Document,1000,1292,365,0,3571.6161103623645,81.31595673365368,1
Other Document,1600,2385,158,0,2778.4978571349757,58.24655379168696,1
Other Document,1000,1460,115,0,973.8882613443989,78.46529401484587,1
Other Document,1200,1780,443,0,1891.7782294119816,76.71388960804856,1
Other Document,1600,2335,617,0,434.25176339559465,83.82041486785613,1
Other Document,1600,2244,176,0,3575.621977302956,85.0735553484751,1
Other Document,1600,2232,631,0,1327.837067183278,58.3714978097122,1
Other Document,1600,1943,614,0,3293.1347432674143,91.73347749434514,1
Other Document,800,1147,618,0,1100.5618350387715,56.36438527062999,1
Other Document,1000,1321,523,0,3517.935983192301,69.5268938564795,1
Other Document,1000,1428,308,0,1658.0386797150807,84.71336864700086,1
Other Document,1600,2062,484,0,26.854116590371362,64.98343319601081,1
Other Document,1600,2212,172,0,2644.298049388027,67.54232405081383,1
Other Document,800,1103,765,0,1421.4905492333455,61.090785090526055,1
Other Document,1000,1376,651,0,2443.5758021545844,82.37377311691463,1
Other Document,800,1051,357,0,1974.9153745919475,71.16727510518925,1
Other Document,800,1155,694,0,1447.8423732923275,67.95291123587602,1
Other Document,800,1019,769,0,2311.999827151122,82.59533046168514,1
Other Document,1000,1424,393,0,3631.212426148977,52.729303307054465,1
Other Document,1200,1595,365,0,2462.166540216718,87.92122195799948,1
Other Document,800,1117,80,0,233.71474614888342,89.37744107222056,1
Other Document,1000,1258,363,0,1848.8833261121058,62.27106270882032,1
Other Document,1600,2241,698,0,3052.4832822749577,73.56645106701018,1
Other Document,1600,1963,699,0,2722.7918086770196,62.90496002934135,1
Other Document,1600,2315,379,0,692.4617814841118,79.24471415859931,1
Other Document,1000,1439,188,0,2695.830563236632,56.275076923789754,1
Other Document,1000,1255,65,0,1616.0815786201933,55.48155850350635,1
Other Document,1000,1365,405,0,2003.064441813599,56.492173776448766,1
Other Document,800,1104,147,0,1960.0897714165114,75.7415427649259,1
Other Document,1000,1263,39,0,668.2652155298963,66.430900764424,1
Other Document,1000,1470,749,0,2117.437634869842,62.22579991237089,1
Other Document,1600,2051,560,0,3235.206319936265,78.85698678122458,1
Other Document,300,280,23,0,8.238593246765731,53.07070714948917,1
Other Document,400,200,51,0,4.352355848019848,69.7703849860421,1
Other Document,300,350,25,0,2.9571455552016173,35.94554344185346,1
Other Document,480,350,32,0,4.061861645184264,60.5184317326388,1
Other Document,300,280,17,0,7.944763351861731,54.87067435436678,1
Other Document,400,400,39,0,7.9704691689569165,62.03364980349504,1
Other Document,400,280,43,0,9.245168513986181,35.632843670623295,1
Other Document,550,400,50,0,3.041096493841663,63.97355268514964,1
Other Document,400,400,43,0,9.726227274493827,45.59581788946934,1
Other Document,300,200,40,0,3.918673247187429,47.93486248462083,1
Other Document,480,280,45,0,8.171557833956468,52.69639745922678,1
Other Document,550,280,9,0,2.6993160570943413,60.60672895312664,1
Other Document,550,280,12,0,8.50877369047194,56.318311462053416,1
Other Document,300,280,7,0,3.9032486281906777,37.09355503146033,1
Other Document,550,280,42,0,7.577834173700249,64.22602040956984,1
