id,text,label,is_synthetic
other_document_019,invoice invoice number supplier customer item description quantity total amount payment terms fictional test document no real personal information,Other Document,True
passport_019,passport nationality date of birth place of birth passport number surname given names example OCR text for software testing,Passport,True
other_document_020,safe work procedure template task name activity site project name personal protective equipment generated training example,Other Document,True
other_document_017,insurance policy coverage premium policy period exclusions terms and conditions sample record for machine learning document classification,Other Document,True
driving_licence_024,driver licence number date of issue date of expiry vehicle categories restrictions synthetic document text for classifier training,Driving Licence,True
bank_statement_019,bank statement account balance transaction date description debit credit closing balance example OCR text for software testing,Bank Statement,True
other_document_006,school timetable subject classroom teacher semester examination schedule sample record for machine learning document classification,Other Document,True
bank_statement_007,bank account statement statement period transaction reference debit credit balance sample record for machine learning document classification,Bank Statement,True
driving_licence_001,driving licence holder name date of birth licence number issue date expiry date categories generated training example,Driving Licence,True
bank_statement_022,bank statement customer account number transaction history payment deposit withdrawal available balance sample record for machine learning document classification,Bank Statement,True
other_document_023,invoice invoice number supplier customer item description quantity total amount payment terms sample record for machine learning document classification,Other Document,True
bank_statement_021,bank statement customer account number transaction history payment deposit withdrawal available balance synthetic document text for classifier training,Bank Statement,True
passport_011,passport document surname given names nationality date of birth date of expiry generated training example,Passport,True
bank_statement_012,bank account statement statement period transaction reference debit credit balance generated training example,Bank Statement,True
passport_006,travel document passport nationality date of birth place of birth expiry date sample record for machine learning document classification,Passport,True
passport_001,passport nationality date of birth place of birth passport number surname given names sample record for machine learning document classification,Passport,True
passport_004,passport nationality date of birth place of birth passport number surname given names generated training example,Passport,True
other_document_012,employment application position department qualifications work experience contact information fictional test document no real personal information,Other Document,True
other_document_015,project report introduction methodology results conclusion recommendations fictional test document no real personal information,Other Document,True
driving_licence_004,driving licence driver licence licence number date of birth date of expiry categories synthetic document text for classifier training,Driving Licence,True
other_document_003,product manual installation instructions safety information maintenance troubleshooting example OCR text for software testing,Other Document,True
other_document_007,school timetable subject classroom teacher semester examination schedule generated training example,Other Document,True
passport_016,passport number nationality surname given names date of birth issuing authority fictional test document no real personal information,Passport,True
other_document_005,product manual installation instructions safety information maintenance troubleshooting fictional test document no real personal information,Other Document,True
other_document_018,school timetable subject classroom teacher semester examination schedule synthetic document text for classifier training,Other Document,True
other_document_010,employment application position department qualifications work experience contact information synthetic document text for classifier training,Other Document,True
other_document_013,project report introduction methodology results conclusion recommendations synthetic document text for classifier training,Other Document,True
driving_licence_019,driving licence holder name date of birth licence number issue date expiry date categories example OCR text for software testing,Driving Licence,True
bank_statement_002,bank statement customer account number transaction history payment deposit withdrawal available balance fictional test document no real personal information,Bank Statement,True
bank_statement_005,account statement account number opening balance deposits withdrawals transfers closing balance synthetic document text for classifier training,Bank Statement,True
driving_licence_021,driving license driver license license number date of birth expiry date vehicle categories generated training example,Driving Licence,True
other_document_014,school timetable subject classroom teacher semester examination schedule fictional test document no real personal information,Other Document,True
bank_statement_011,bank statement account number statement period opening balance closing balance transaction deposit withdrawal example OCR text for software testing,Bank Statement,True
other_document_016,insurance policy coverage premium policy period exclusions terms and conditions generated training example,Other Document,True
bank_statement_020,bank statement account number statement period opening balance closing balance transaction deposit withdrawal fictional test document no real personal information,Bank Statement,True
dl_us_01,state of california driver license commercial class c exp 09 18 2028 fn john mn david ln doe address 123 market st san francisco ca dob 05 14 1990 rstr none end none hgt 5 10 wgt 175 eyes brn hair blk real id compliant department of motor vehicles dmv,Driving Licence,True
dl_us_02,state of texas driver license class c operator lic no 98765432 dob 11 22 1988 exp 11 22 2026 issue 04 15 2018 address 456 oak ave austin tx sex m hgt 6 01 donor yes department of public safety,Driving Licence,True
dl_us_03,new york state driver license id card dmv document number 123456789 class d operator expires 08 30 2029 dob 03 12 1995 sex f address brooklyn ny department of motor vehicles,Driving Licence,True
dl_us_04,florida driver license class e operator safe driver exp 07 04 2030 dob 07 04 1992 issue 06 10 2020 tallahassee fl organ donor department of highway safety and motor vehicles,Driving Licence,True
dl_uk_01,driving licence great britain dvla swansea licence number smith705149jd9ij valid from 14 05 2018 to 13 05 2028 holder john smith dob 14 05 1970 vehicle categories am a b1 b c1 d1 be driver and vehicle licensing agency,Driving Licence,True
dl_uk_02,driving licence united kingdom dvla driver number williams811221ka999 valid from 01 02 2020 to 31 01 2030 categories b c d address london uk,Driving Licence,True
dl_eu_01,permis de conduire republique francaise union europeenne model am a1 a2 b be delivre le 12 04 2019 expire le 11 04 2034 nom dupont prenom pierre categorie permis de conduire,Driving Licence,True
dl_eu_02,fuhrerschein bundesrepublik deutschland europaische gemeinschaft name schmidt vorname hans geburtsdatum 23 08 1985 ausstellungsdatum 10 09 2017 fahrzeugklassen am a1 a2 b c1,Driving Licence,True
dl_eu_03,patente di guida repubblica italiana unione europea patente cognome rossi nome marco data di nascita 15 03 1991 categorie a b rilasciata da ministero delle infrastrutture e dei trasporti,Driving Licence,True
dl_eu_04,permiso de conduccion reino de espana union europea permiso nombre garcia lopez carlos fecha de nacimiento 19 07 1993 validez 15 08 2031 categorias am a1 b dgt espana,Driving Licence,True
dl_ca_01,ontario driver's licence licence number d1234 56789 01234 class g expires 2027 09 15 dob 1991 09 15 holder robert taylor address toronto on ministry of transportation,Driving Licence,True
dl_ca_02,british columbia driver's licence icbc class 5 exp 2028 12 10 dob 1994 12 10 vancouver bc insurance corporation of british columbia,Driving Licence,True
dl_au_01,driver licence new south wales transport for nsw licence no 23456789 class c car expires 14 nov 2026 dob 14 nov 1989 card no 9876543 sydney australia,Driving Licence,True
dl_au_02,victoria driver licence vicroads licence class car c expires 20 05 2029 dob 20 05 1992 melbourne vic roads and maritime services,Driving Licence,True
dl_uae_01,united arab emirates driving license roads and transport authority rta dubai traffic department license no 4567890 nationality indian issue 12 01 2020 expiry 11 01 2030 vehicle type light vehicle,Driving Licence,True
dl_uae_02,abu dhabi police general headquarters traffic and patrols directorate driving license category light vehicle uae holder ahmad khan expiry 2029,Driving Licence,True
dl_in_01,union of india driving licence transport department government of nct of delhi dl no dl 0420190087452 name rahul sharma s o vikram sharma dob 18 09 1994 valid till 17 09 2034 class mcwg lmv rto janakpuri,Driving Licence,True
dl_in_02,government of maharashtra motor vehicles department driving licence smart card mh 0220200045612 holder rohit patil date of issue 10 02 2020 valid up to 09 02 2040 transport sarathi portal,Driving Licence,True
dl_in_03,government of karnataka transport department driving licence cum identity card ka 0120210098765 issuing authority rto bangalore central cov mcwg lmv organ donor yes,Driving Licence,True
dl_idp_01,international driving permit convention on road traffic of 19 september 1949 contracting states issue date 05 06 2023 valid for one year category a b c d e permitted to drive in all contracting countries,Driving Licence,True
bank_hsbc_01,hsbc uk your statement account summary mr toby grant opening balance payments in payments out total charges closing balance sort code account number,Bank Statement,True
bank_hsbc_02,hsbc bank account statement personal banking opening balance deposits withdrawals interest paid available funds iban gb29 hsbc branch sort code,Bank Statement,True
bank_barclays_01,barclays bank plc your bank statement account number sort code opening balance total paid in total paid out statement date closing balance,Bank Statement,True
bank_lloyds_01,lloyds bank statement of account transaction details debit card payments direct debit standing order balance carried forward,Bank Statement,True
bank_chase_01,jpmorgan chase bank account statement checking summary starting balance deposits additions atm debit card withdrawals electronic withdrawals ending balance,Bank Statement,True
bank_bofa_01,bank of america account statement your checking account beginning balance total deposits and other credits total customer withdrawals service fees ending balance,Bank Statement,True
bank_wells_01,wells fargo everyday checking account summary transaction history date description deposits additions withdrawals subtractions daily balance,Bank Statement,True
bank_citi_01,citibank basic banking statement account overview deposits withdrawals service charges interest earned current balance,Bank Statement,True
bank_sbi_01,state bank of india account statement account holder name branch ifsc code sbin0001234 opening balance txn date value date description cr dr balance,Bank Statement,True
bank_hdfc_01,hdfc bank statement of account customer id account no currency inr opening balance narration chq ref no value dt withdrawal deposit closing balance,Bank Statement,True
bank_icici_01,icici bank statement of transactions savings account account details available balance cheque number debit credit running balance,Bank Statement,True
bank_monzo_01,monzo bank statement account details name sort code 04 00 04 account number balance at start of period money in money out balance at end of period,Bank Statement,True
bank_revolut_01,revolut bank statement statement period currency gbp opening balance payments transfers card payments closing balance iban lt,Bank Statement,True
bank_santander_01,santander 123 current account statement transaction date details money in money out balance summary arranged overdraft limit,Bank Statement,True
bank_natwest_01,natwest bank statement royal bank of scotland group account details statement date sort code account number balance brought forward,Bank Statement,True
bs_us_01,jpmorgan chase bank na checking account statement account number ending in 4589 statement period opening balance total deposits additions electronic withdrawals ending balance direct deposit atm fees fdic insured chase mobile banking,Bank Statement,True
bs_us_02,bank of america na preferred rewards checking summary account statement beginning balance deposits credits card purchases atm withdrawals monthly maintenance fee service charges ending available balance online banking customer service,Bank Statement,True
bs_us_03,wells fargo bank everyday checking account statement transaction history deposits credits withdrawals debits daily ledger balance closing balance routing number account number customer service 24 7 fdic member,Bank Statement,True
bs_us_04,citibank personal checking statement citigold account summary previous balance customer deposits withdrawals checks paid average balance available credit line,Bank Statement,True
bs_us_05,capital one 360 checking statement period statement balance total in total out interest paid year to date transaction details debit card purchase wire transfer,Bank Statement,True
bs_uk_01,hsbc uk bank plc your statement account summary current account sort code 40 12 34 account number 81234567 mr toby grant opening balance payments in payments out total charges closing balance iban gb29hsbc,Bank Statement,True
bs_uk_02,barclays bank plc your bank statement account number 20394857 sort code 20 04 15 opening balance total paid in total paid out statement date closing balance faster payments direct debit branch address london,Bank Statement,True
bs_uk_03,lloyds bank plc classic account statement of fees transaction details debit card payments direct debit standing order balance carried forward overdraft limit sort code 30 90 89,Bank Statement,True
bs_uk_04,natwest national westminster bank statement customer account details sort code 60 12 34 statement period money in money out closing balance available funds,Bank Statement,True
bs_uk_05,santander uk plc current account statement transaction date details money in money out balance summary arranged overdraft limit customer service,Bank Statement,True
bs_uk_06,monzo bank limited statement account details sort code 04 00 04 account number balance at start of period money in money out balance at end of period direct debit card transaction,Bank Statement,True
bs_uk_07,starling bank statement of account personal account sort code 60 83 71 gbp current account balance brought forward credits debits balance carried forward,Bank Statement,True
bs_in_01,state bank of india account statement sbi savings bank account branch janakpuri ifsc sbin0001234 account holder name rahul sharma opening balance txn date value date narration chq no debit credit closing balance,Bank Statement,True
bs_in_02,hdfc bank limited statement of account customer id 98765432 account no 501002345678 currency inr opening balance narration chq ref no value dt withdrawal deposit closing balance available balance branch connaught place,Bank Statement,True
bs_in_03,icici bank statement of transactions savings account account details available balance cheque number debit credit running balance ifsc icic0000001 micr code branch mumbai,Bank Statement,True
bs_in_04,axis bank limited statement of accounts savings account customer name rohit patil ifsc utib0000123 opening balance deposit withdrawal clear balance branch bangalore,Bank Statement,True
bs_in_05,punjab national bank pnb account statement account number branch ifsc punb0012345 opening balance debit credit transaction description closing balance,Bank Statement,True
bs_in_06,kotak mahindra bank account statement crn number savings account statement period opening balance deposits withdrawals transactions summary net closing balance,Bank Statement,True
bs_ca_01,rbc royal bank of canada personal banking client account statement royal checking account number opening balance deposits credits withdrawals debits closing balance,Bank Statement,True
bs_ca_02,td canada trust personal checking account statement transaction details debit card purchases interac e transfers service charges closing balance toronto on,Bank Statement,True
bs_au_01,commonwealth bank of australia commbank smart access account statement transaction history direct credit bpay debits account balance bsb 062 000 account number,Bank Statement,True
bs_au_02,australia and new zealand banking group anz access advantage statement of account transaction details deposits withdrawals closing balance melbourne vic,Bank Statement,True
bs_eu_01,deutsche bank ag kontoauszug privatkredit girokonto iban de89 3704 0044 0532 0130 00 bic deutdedb alter kontostand buchung text soll haben neuer kontostand frankfurt,Bank Statement,True
bs_eu_02,bnp paribas releve de compte compte cheque iban fr76 3000 4001 2345 6789 0123 456 solde au debut de periode operations credit debit nouveau solde paris france,Bank Statement,True
bs_eu_03,revolut bank uab account statement account details gbp statement period opening balance transfers in card payments transfers out closing balance iban lt,Bank Statement,True
bs_uae_01,emirates nbd bank pjsc account statement current account iban ae07 0260 0001 2345 6789 01 opening balance transactions deposits withdrawals closing balance dubai uae,Bank Statement,True
dl_us_05,state of washington driver license commercial driver license cdl class a exp 10 15 2029 dob 08 24 1987 endorsements t n restrictions none department of licensing seattle wa,Driving Licence,True
dl_us_06,state of florida driver license class e operator safe driver lic no f123 456 89 012 0 exp 04 12 2030 dob 04 12 1993 tallahassee fl organ donor department of highway safety and motor vehicles,Driving Licence,True
dl_us_07,state of illinois driver's license secretary of state class d lic no i876543210 dob 06 18 1991 exp 06 18 2027 address chicago il eyes blu hgt 5 11 donor yes real id compliant,Driving Licence,True
dl_us_08,commonwealth of pennsylvania driver's license class c operator dept of transportation exp 03 14 2028 dob 03 14 1990 harrisburg pa organ donor commercial driver restrictions none,Driving Licence,True
dl_us_09,state of ohio driver license bureau of motor vehicles class d operator exp 01 20 2029 columbus oh dob 01 20 1994 sex f eyes brn height 5 06 real id bmv,Driving Licence,True
dl_us_10,state of georgia driver license class c operator department of driver services dds atlanta ga exp 09 09 2028 dob 09 09 1992 lic no 098765432 organ donor yes,Driving Licence,True
dl_uk_03,driving licence great britain dvla swansea driver number taylor908123tj999 licence valid from 20 03 2019 to 19 03 2029 vehicle categories am a1 a2 b be c1 d1 driver and vehicle licensing agency,Driving Licence,True
dl_uk_04,provisional driving licence great britain dvla swansea licence holder learner driver categories b address birmingham uk valid to 2030,Driving Licence,True
dl_in_04,union of india driving licence government of andhra pradesh transport department dl no ap 22120260004571 holder akula mahammad younus dob 20 09 2005 valid nt 19 09 2045 son of akula sharmas vali blood group organ donor yes kurnool district,Driving Licence,True
dl_in_05,government of telangana transport department driving licence smart card ts 0920210087654 holder rajesh kumar dob 15 05 1992 issue date 10 06 2021 valid till 09 06 2041 class cov mcwg lmv rto hyderabad central,Driving Licence,True
dl_in_06,government of tamil nadu motor vehicles department driving licence smart card tn 0120200056789 holder karthik sathananthan dob 12 11 1990 cov lmv mcwg rto chennai central sarathi portal,Driving Licence,True
dl_in_07,government of uttar pradesh transport department driving licence card up 3220190045612 holder amit verma s o ram verma valid till 2039 class lmv transport sarathi portal lucknow rto,Driving Licence,True
dl_in_08,government of gujarat motor vehicles department driving licence gj 0120220034567 holder patel priya dob 04 03 1996 validity non transport rto ahmedabad rto card organ donor yes,Driving Licence,True
dl_in_09,government of west bengal transport department driving licence wb 0220180098765 holder subhash bose valid till 2038 categories mcwg lmv rto kolkata beltala,Driving Licence,True
dl_in_10,form seven rule 16 2 of the central motor vehicles rules 1989 driving licence union of india card no dl 1420230054321 issuing authority transport commissioner,Driving Licence,True
dl_eu_05,union europeenne royaume de belgique permis de conduire rijbewijs fuhrerschein model categorie a b c d nom peeters prenom jan delivre le 14 02 2021 expire le 13 02 2031,Driving Licence,True
dl_eu_06,uniao europeia republica portuguesa carta de conducao categoria b emitido em 18 05 2020 valido ate 17 05 2035 lisboa imt portugal,Driving Licence,True
dl_ca_03,alberta driver's licence class 5 operator expires 2028 04 10 dob 1992 04 10 edmonton ab service alberta motor vehicles,Driving Licence,True
dl_au_03,queensland government driver licence licence no 87654321 class c car open licence expires 15 oct 2027 dob 15 oct 1991 brisbane qld transport and main roads,Driving Licence,True
dl_uae_03,united arab emirates driving license rta dubai roads and transport authority license no 7654321 category light vehicle private first issue 2019 expiry 2029,Driving Licence,True
dl_idp_02,international driving permit idp convention on road traffic 1968 permitted vehicle categories a b c d e contracting parties automobile association valid for one year,Driving Licence,True
pass_us_01,united states of america department of state passport passport no c12345678 surname smith given names john david nationality united states of america date of birth 15 aug 1990 place of birth california usa date of issue 10 sep 2020 date of expiration 09 sep 2030 p<usasmith<<john<david<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_us_02,united states of america passport type p code usa passport number 987654321 surname williams given names emma rose nationality united states of america authority united states department of state p<usawilliams<<emma<rose<<<<<<<<<<<<<<<<<<<,Passport,True
pass_uk_01,united kingdom of great britain and northern ireland passport her britannic majesty's secretary of state request and require surname brown given names oliver james nationality british citizen date of birth 22 may 1988 place of birth london date of expiry 15 jan 2031 p<gbrbrown<<oliver<james<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_uk_02,british passport united kingdom nationality british citizen document number 543210987 surname davies given names charlotte date of issue 04 jun 2021 date of expiry 03 jun 2031 p<gbrdavies<<charlotte<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_in_01,republic of india bharat ganarajya passport type p country code ind passport no z9876543 surname sharma given names rahul nationality indian sex m date of birth 18 09 1994 place of birth delhi place of issue delhi date of issue 12 04 2018 date of expiry 11 04 2028 p<indsharma<<rahul<<<<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_in_02,passport republic of india type p country code ind passport no a1234567 surname patel given names priya ramesh nationality indian date of birth 05 07 1996 place of birth ahmedabad date of expiry 2032 ministry of external affairs government of india p<indpatel<<priya<ramesh<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_in_03,republic of india passport type p passport number k7654321 surname mohammad given names younus nationality indian date of birth 20 09 2005 place of birth andhra pradesh date of expiry 2035 issuing authority rpo hyderabad p<indmohammad<<younus<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_ca_01,canada passport passeport type p code can passport no ab123456 surname tremblay given names alexandre nationality canadian canadienne date of birth 12 nov 1991 place of birth montreal can date of expiry 11 nov 2031 p<cantremblay<<alexandre<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_au_01,australia passport commonwealth of australia type p code aus passport no n1234567 surname wilson given names liam nationality australian date of birth 08 mar 1993 place of birth sydney aus date of expiry 07 mar 2033 p<auswilson<<liam<<<<<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_eu_01,europaische union bundesrepublik deutschland reisepass passport type p code deu passnr c12345678 name muller vornamen lukas staatsangehorigkeit deutsch geburtstag 17 07 1989 geburtsort berlin gultig bis 16 07 2030 p<deumuller<<lukas<<<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_eu_02,union europeenne republique francaise passeport passport type p code fra passeport no 19aa12345 nom dubois prenoms mathieu nationalite francaise date de naissance 25 04 1990 autorite prefecture de police p<fradubois<<mathieu<<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
pass_sg_01,republic of singapore passport type p country code sgp passport no e1234567a name tan wei ming nationality singapore citizen date of birth 14 dec 1995 date of expiry 13 dec 2030 p<sgptan<<wei<ming<<<<<<<<<<<<<<<<<<<<<<<<<,Passport,True
doc_inv_01,tax invoice invoice number inv 2026 0045 customer billing address item description hsn sac code qty unit price tax rate cgst sgst igst total amount payable payment terms bank details,Other Document,True
doc_inv_02,commercial invoice proforma invoice seller buyer shipping address port of loading port of discharge description of goods gross weight net weight total usd currency wire transfer instructions,Other Document,True
doc_bill_01,electricity bill consumer number electricity distribution corporation billing period meter reading units consumed tariff rate energy charges fixed charges regulatory cess total amount due,Other Document,True
doc_bill_02,water supply and sewerage board monthly water consumption bill consumer id meter number billing date due date total volume consumed payment barcode,Other Document,True
doc_pay_01,payslip salary slip month of august 2026 employee name employee code designation department basic salary house rent allowance special allowance gross salary epf deduction professional tax net salary,Other Document,True
doc_pay_02,payroll statement earnings statement employee earnings deductions federal tax social security medicare 401k net pay employer contributions year to date summary,Other Document,True
doc_edu_01,university degree certificate bachelor of technology bachelor of engineering this is to certify that has successfully completed the course of study and examination with first class honors chancellor registrar,Other Document,True
doc_edu_02,academic transcript official record of grades semester course code course title credit hours grade point average cumulative gpa controller of examinations university seal,Other Document,True
doc_con_01,employment agreement employment contract this agreement entered between employer and employee position duties compensation confidentiality non disclosure term termination governing law signature,Other Document,True
doc_con_02,residential lease agreement rental contract landlord tenant premises term rent amount security deposit maintenance terms and conditions signed by both parties,Other Document,True
doc_cert_01,certificate of incorporation company registration certificate registrar of companies corporate identity number cin private limited company memorandum of association,Other Document,True
doc_swp_01,safe work procedure standard operating procedure task activity hazard identification risk assessment personal protective equipment ppe safety controls authorized supervisor revision date,Other Document,True
